id,xcentroid,ycentroid,sky_centroid,sky_centroid_icrs,source_sum,source_sum_err,background_sum,background_mean,background_at_centroid,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,min_value,max_value,minval_xpos,minval_ypos,maxval_xpos,maxval_ypos,area,equivalent_radius,perimeter,semimajor_axis_sigma,semiminor_axis_sigma,orientation,eccentricity,ellipticity,elongation,covar_sigx2,covar_sigxy,covar_sigy2,cxx,cxy,cyy,gini,aperture_sum,ab_mag
1,103.08825364801994,9.728348248500874,"3.605665265918968,-30.413760831252283","3.6056622366159026,-30.413763006388663",5.226404,None,None,None,None,97.0,110.0,0.0,22.0,0.009602772,0.10539493,110.0,19.0,103.0,10.0,184.0,7.653039857325812,64.31980515339464,4.614274519350125,2.1213921216750693,76.39267315131679,0.888050696880508,0.5402544619356877,2.1751162702097027,5.429703536842813,3.8395266747550973,20.362130336986063,0.21250759308775605,-0.0801417689352844,0.05666662626644062,0.3833060566046991,5.726046773181136,24.335579895677757
2,635.7858957443452,5.480181036712113,"3.595370323807372,-30.413832988320966","3.595367294284438,-30.413835164477142",4.93257,None,None,None,None,616.0,649.0,0.0,21.0,0.009613577,0.117256515,625.0,17.0,641.0,0.0,239.0,8.722159296752494,100.32590180780451,9.37656893249147,2.617573720169404,-36.67719150976408,0.9602442684413356,0.7208388549142909,3.582160403063887,58.99693450608134,-38.83558423258486,35.77480262020437,0.05938701563247945,0.12893597051542943,0.097936301954669,0.3359030734481946,6.394688695716306,24.215668605913475
3,1136.6650028867914,5.634301456169547,"3.585690291869066,-30.413830956334163","3.5856872621299916,-30.413833133449167",57.15474,None,None,None,None,1107.0,1162.0,0.0,29.0,0.009597759,0.86149514,1159.0,22.0,1136.0,0.0,1118.0,18.864528956575565,231.36753236814715,8.448444501323891,5.951791798829841,3.3147700931154316,0.7097201257170138,0.2955162577090751,1.419479173143272,71.25601442127737,2.075338918507353,35.544025687290684,0.014057809111986475,-0.0016416102450367458,0.028182048303365,0.6136851070677724,55.78207905305817,21.863980381720538
4,1400.4556610750017,11.856486746474651,"3.5805922536187986,-30.413727248807813","3.5805892237521855,-30.413729426427764",1.8115494,None,None,None,None,1393.0,1410.0,4.0,22.0,0.009633958,0.025185449,1409.0,21.0,1401.0,12.0,124.0,6.282549314314218,55.90559159102154,4.933847539424251,1.9422310348308596,48.737506116751284,0.9192584917980385,0.6063455509495728,2.540298991697411,12.719503428533471,10.197887469516727,15.395609506409414,0.16765775936616406,-0.22210942187065214,0.13851503860177564,0.14428289449735074,2.855671501582295,25.090946505051864
5,515.8699762818494,11.434868866632508,"3.5976878136414396,-30.413733509053912","3.597684784156923,-30.41373568498053",3.1245542,None,None,None,None,509.0,522.0,5.0,17.0,0.009766055,0.06488899,522.0,10.0,515.0,11.0,125.0,6.3078313050504,42.62741699796952,2.7179922003805213,2.5791628269789957,20.44147140277834,0.3155105002613918,0.05107791456579214,1.0538273008393728,7.297780494375284,0.24066567982444192,6.741781995024347,0.13718946772328425,-0.009794679370749473,0.14850355919601282,0.30446228374831275,3.438562387674942,24.88927485279208
6,1589.1891524238217,30.06674943424415,"3.576944795975184,-30.413423619601353","3.5769417659867515,-30.413425797582562",82.51276,None,None,None,None,1569.0,1612.0,12.0,55.0,0.009600758,0.4158672,1569.0,33.0,1592.0,28.0,1085.0,18.58403149237035,176.58073580374355,8.164376894472596,4.938019312586585,39.120645532067165,0.7963584060411499,0.39517499297102554,1.6533707905237034,49.827963208123684,20.692947652956686,41.2131215983524,0.02535618152801681,-0.025462479748638845,0.030656422791498435,0.573482778714666,81.33764926682909,21.454488081912096
7,971.6826562741361,34.69719131337619,"3.5888787237979414,-30.41334647665798","3.588875694065457,-30.413348653457177",15.033716,None,None,None,None,962.0,982.0,24.0,45.0,0.009626775,0.28527468,973.0,25.0,972.0,35.0,323.0,10.139728459745083,71.66904755831214,3.733183623546218,3.3131463494723903,-54.985288656607146,0.4608356326095176,0.11251449605225339,1.1267789677146975,11.951371388419277,-1.3908738337702011,12.96222731171662,0.08473048432834074,0.018183512870267378,0.07812279956032744,0.5241368619810086,14.613072771435775,23.318363256173548
8,168.8548099549774,35.242893894571964,"3.604394162427233,-30.413335799516638","3.6043911330392264,-30.413337974778937",3.2541528,None,None,None,None,162.0,176.0,28.0,43.0,0.009725152,0.063143894,166.0,29.0,169.0,35.0,149.0,6.886811529393324,45.698484809834994,2.9881682880494584,2.851330948710644,88.1525282881012,0.2991472818904239,0.04579304983794452,1.0479906898919227,8.130918679844216,0.02574745600720083,8.928319216935357,0.12298845571090987,-0.0007093473644633316,0.11200418663886921,0.29788871369030107,3.3756056337541036,24.90933786617312
9,1981.1256644938476,50.64657038568686,"3.5693702764909596,-30.413080039677073","3.569367246287728,-30.41308221840846",18.961319,None,None,None,None,1967.0,1996.0,28.0,73.0,0.009595061,0.07872127,1982.0,33.0,1982.0,50.0,834.0,16.293263794503588,169.23149339882607,8.698461870672551,5.328971991666022,-73.48610937962663,0.7903668724423744,0.3873661722156868,1.6322964136940619,32.216827474064246,-12.880871412832876,71.8443539294409,0.033436502251863516,0.011989565287875991,0.014993774255975563,0.32058443661287744,22.445809517098212,22.852378941197248
10,805.0919751139215,48.90149766541684,"3.592098230464232,-30.413109560620708","3.59209520077199,-30.413111737101005",28.050549,None,None,None,None,785.0,825.0,36.0,62.0,0.009601324,0.32078025,811.0,62.0,805.0,49.0,754.0,15.492115871712882,148.05382386916236,6.645861566705993,4.5329265860034855,-10.811261645204596,0.7312891650768621,0.3179324395331604,1.4661304216191609,43.33642451903162,-4.351876868308102,21.378474878885438,0.023556825649872125,0.009590619089268742,0.04775217139983814,0.5109015225733495,26.961434339201,22.653359641763974
11,554.3931622404654,47.9284934818634,"3.596943223233777,-30.413125361434957","3.596940193651663,-30.413127537435336",1.1095768,None,None,None,None,551.0,558.0,43.0,53.0,0.009789346,0.03121892,554.0,43.0,554.0,47.0,66.0,4.583497844237541,29.31370849898476,2.411669877266242,1.814421455631417,-73.69386722982294,0.6587628287757945,0.24764932682736762,1.3291674157518067,3.4910979525364314,-0.6801634215695513,5.617178863032571,0.2933635751083412,0.07104462146389319,0.18232657378059336,0.1866735284510705,1.2410061259636782,25.995782310491386
