id,ra,dec,r_petrosian,r_half_light,r_total_flux,r_half_light_arcsec,r_total_flux_arcsec,r20,r80,c2080,n_estimate,f_half_light,mag_half_light,mag_half_light_err,f_total,mag_total,mag_total_err,surface_brightness,m_u,m_b,m_v,m_f105w,m_f125w,m_f140w,m_f160w,M_u,M_b,M_v,M_f105w,M_f125w,M_f140w,M_f160w,kcorrect_constant_0,kcorrect_constant_1,kcorrect_constant_2,kcorrect_constant_3,kcorrect_constant_4,kcorrect_constant_5
88,3.5728089809960175,-30.40053305990769,9.307261452290458,3.7381476295259053,18.614522904580916,0.22428881618977253,1.1168711672137364,1.835367073414683,7.682936587317464,3.109021562466767,1.3287270766421093,41.171403646929384,22.23232868460103,24.25057327653724,82.7128608929786,21.474885262046833,23.871851565260137,19.612363876805443,22.139686584472656,22.028953552246094,22.05768585205078,21.490659713745117,21.322111129760742,21.2232608795166,21.11771583557129,-18.88674545288086,-18.997478485107422,-18.968746185302734,-19.5357723236084,-19.704320907592773,-19.803171157836914,-19.908716201782227,0.30799999833106995,1.0954316564948385e-07,6.06411865167189e-10,7.449735939246693e-09,1.5613535353509178e-08,5.986034334881651e-09
216,3.578470183195068,-30.3813167315458,11.070814162832567,4.434286857371474,22.141628325665135,0.2660571621169095,1.3284974532445637,2.1138227645529106,9.35367073414683,3.2295675361612175,1.464272963572649,44.88012790718143,22.13868265352921,24.20375026100133,90.73114506321264,21.374426888770145,23.821622378621793,19.72095537700591,21.848451614379883,21.766708374023438,21.84239387512207,21.457759857177734,21.323989868164062,21.238393783569336,21.14487648010254,-19.177980422973633,-19.259723663330078,-19.184038162231445,-19.56867218017578,-19.702442169189453,-19.78803825378418,-19.881555557250977,0.30799999833106995,1.0124391991439552e-07,8.08897449022794e-10,8.2893345521029e-09,1.680984240692851e-08,6.910620964362124e-09
435,3.6026877789531024,-30.39757752475425,19.51730346069214,7.404480896179236,39.03460692138428,0.44426877140602716,2.342075981076421,3.0884176835367074,15.386877375475095,3.4870723113389275,1.7901360104345525,43.66875769413883,22.168390775678027,24.218604322075738,87.32398559771954,21.41598399512041,23.842400931796927,20.912007293111124,21.92854118347168,21.844406127929688,21.911802291870117,21.47533416748047,21.329811096191406,21.239320755004883,21.14129066467285,-19.097890853881836,-19.182025909423828,-19.1146297454834,-19.551097869873047,-19.69662094116211,-19.787111282348633,-19.885141372680664,0.30799999833106995,1.0399060812460448e-07,7.532244272745459e-10,8.024830577824105e-09,1.6413633119327642e-08,5.997450092110057e-09
480,3.578348023131543,-30.38945869728274,17.568113622724546,7.3116623324664936,35.13622724544909,0.4386996586157422,2.108173243884454,3.4132826565313064,14.690738147629526,3.169356818902243,1.3954117766848908,44.79669299639928,22.14070298227421,24.204760425373827,89.73073654970995,21.386464786854773,23.82764132766411,20.83855237170411,21.892013549804688,21.798343658447266,21.864688873291016,21.479284286499023,21.34744644165039,21.263538360595703,21.171756744384766,-19.134418487548828,-19.22808837890625,-19.1617431640625,-19.547147750854492,-19.678985595703125,-19.762893676757812,-19.85467529296875,0.30799999833106995,9.790203847614976e-08,7.612935282175215e-10,7.563642157037975e-09,1.4236714029891573e-08,8.638754600553966e-09
71,3.5948264810465203,-30.402140007796714,13.948189637927586,6.2906581316263255,27.89637927585517,0.37743941792260804,1.673782446242229,3.042008401680336,12.97359471894379,3.1494995886305457,1.3732152000225737,40.30940919383877,22.255301786371394,24.26205982742242,80.8376616295259,21.49978351272604,23.88430069059974,20.73922609942122,22.161645889282227,22.025617599487305,22.049036026000977,21.58026123046875,21.43732452392578,21.35089111328125,21.256996154785156,-18.86478614807129,-19.00081443786621,-18.97739601135254,-19.446170806884766,-19.589107513427734,-19.675540924072266,-19.76943588256836,0.30799999833106995,9.013542978664191e-08,5.604923192237266e-10,6.311774658485092e-09,1.1974186975294288e-08,1.0314380460840766e-08
87,3.596757605417433,-30.400512562908034,11.48849769953991,4.759151830366074,22.97699539907982,0.28554905688290677,1.3786194683571282,2.2994598919783957,9.817763552710542,3.151933648268483,1.3759226528327484,33.226103821764355,22.46511932402732,24.366968596250384,66.63166701540308,21.709616171618038,23.98921702004574,20.415057375687045,22.44917106628418,22.307281494140625,22.312644958496094,21.74553108215332,21.5821590423584,21.486949920654297,21.38490104675293,-18.577260971069336,-18.71915054321289,-18.713787078857422,-19.280900955200195,-19.444272994995117,-19.53948211669922,-19.641530990600586,0.30799999833106995,8.344233748402985e-08,4.3344799971478665e-10,5.535802483080943e-09,1.1287978551877131e-08,7.125598777690811e-09
239,3.5897208750192227,-30.41022450967593,16.63992798559712,6.42988597719544,33.27985597119424,0.38579308710803545,1.9967909880787549,2.670734146829366,13.948189637927586,3.5894359210434152,1.9379142749849483,34.43093863612723,22.426445712602405,24.347631790537925,68.83204215983197,21.674341231688143,23.971579550080794,20.934350767388604,22.31165313720703,22.173206329345703,22.20124626159668,21.780921936035156,21.649505615234375,21.568466186523438,21.47972869873047,-18.714778900146484,-18.853225708007812,-18.825185775756836,-19.24551010131836,-19.37692642211914,-19.457965850830078,-19.546703338623047,0.30799999833106995,7.160264203776023e-08,4.812407139453967e-10,4.907480644078532e-09,8.496312098316139e-09,1.0087423341076374e-08
388,3.5843493859048654,-30.391771036930436,12.323864772954591,5.640928185637128,24.647729545909183,0.33845562839061355,1.4788634985822566,2.6243248649729947,13.34486897379476,3.5314835936243876,1.8527574688174695,26.77778424324865,22.699381273484565,24.484099570979005,53.73107352790558,21.94325407420842,24.106035971340933,20.90133276225703,22.518695831298828,22.42445182800293,22.476329803466797,21.9822998046875,21.825931549072266,21.731416702270508,21.6297607421875,-18.507736206054688,-18.601980209350586,-18.55010223388672,-19.044132232666016,-19.20050048828125,-19.295015335083008,-19.396671295166016,0.30799999833106995,6.7390438118764e-08,4.338445158680315e-10,4.871870906697495e-09,9.957869195886815e-09,3.752059107853256e-09
440,3.5928690137357884,-30.396356290836057,12.60232046409282,4.898379675935187,25.20464092818564,0.2939027260683341,1.5122781753239665,2.206641328265653,11.024404880976196,3.493117034338758,1.7985310152358789,27.493940128625724,22.670725411962188,24.469771640217814,54.917688970394074,21.91953723572348,24.094177552098465,20.499392683137636,22.407718658447266,22.329002380371094,22.403362274169922,21.983566284179688,21.839601516723633,21.749574661254883,21.65205955505371,-18.61871337890625,-18.697429656982422,-18.623069763183594,-19.042865753173828,-19.186830520629883,-19.276857376098633,-19.374372482299805,0.30799999833106995,6.551178444169636e-08,4.855221780175611e-10,4.678857301598782e-09,8.614659208205921e-09,3.961280192754657e-09
511,3.573668079111182,-30.385653373672362,13.066413282656532,5.780156031206241,26.132826565313064,0.3468092975760409,1.5679693032268156,2.7635527105421085,10.83876775355071,2.967560790461936,1.180711508945956,27.63045302480496,22.665347854466635,24.46708286147004,55.31017763492699,21.91180523532961,24.090311551901525,20.94460555368828,22.549116134643555,22.414779663085938,22.444068908691406,22.008087158203125,21.871612548828125,21.78813362121582,21.697124481201172,-18.47731590270996,-18.611652374267578,-18.58236312866211,-19.01834487915039,-19.15481948852539,-19.238298416137695,-19.329307556152344,0.30799999833106995,5.968603034034459e-08,3.8962169601752805e-10,3.851433838519824e-09,6.389993867372823e-09,7.796422174521922e-09
