id,xcentroid,ycentroid,sky_centroid,sky_centroid_icrs,source_sum,source_sum_err,background_sum,background_mean,background_at_centroid,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,min_value,max_value,minval_xpos,minval_ypos,maxval_xpos,maxval_ypos,area,equivalent_radius,perimeter,semimajor_axis_sigma,semiminor_axis_sigma,orientation,eccentricity,ellipticity,elongation,covar_sigx2,covar_sigxy,covar_sigy2,cxx,cxy,cyy,gini,aperture_sum_001,aperture_sum_023,aperture_sum_024,aperture_sum_025,aperture_sum_026,aperture_sum_027,aperture_sum_028,aperture_sum_029,aperture_sum_022,aperture_sum_030,aperture_sum_032,aperture_sum_033,aperture_sum_034,aperture_sum_035,aperture_sum_036,aperture_sum_037,aperture_sum_038,aperture_sum_031,aperture_sum_021,aperture_sum_020,aperture_sum_019,aperture_sum_002,aperture_sum_003,aperture_sum_004,aperture_sum_005,aperture_sum_006,aperture_sum_007,aperture_sum_008,aperture_sum_009,aperture_sum_010,aperture_sum_011,aperture_sum_012,aperture_sum_013,aperture_sum_014,aperture_sum_015,aperture_sum_016,aperture_sum_017,aperture_sum_018,aperture_sum_039,aperture_sum_040
102,673.0,763.0,"3.584992743553752,-30.392889037545203","3.5849897110106914,-30.392891214729303",273.892,None,None,None,None,636.0,706.0,738.0,786.0,0.019357396,5.305116,642.0,767.0,673.0,763.0,2246.0,26.7380628387472,238.7289680818844,8.915188835979437,6.749956573682252,30.713388881481134,0.653264282276036,0.24287003922551342,1.3207772136993177,70.63259053152963,14.893803561770778,54.40991519623902,0.015025017909018301,-0.008225694322143507,0.01950482616760165,0.6993991199078008,14.362507758196701,239.0696095635993,241.18110873834283,243.09913617154376,244.9019134251168,246.57533216843703,248.157286705787,249.64958583607807,236.67911126028233,250.99629643767335,252.53234498057455,253.07072796150575,253.52511305803606,253.92227225573765,254.30548510274755,254.65444918334867,254.97026281680323,251.8937021491018,234.03285421518075,231.1971327114073,228.2116051904117,46.28002769038208,78.9563675688621,106.02471528332285,126.59132491934622,142.66720277781835,155.93844240120964,167.28772961816188,176.97566697837587,185.19325919343785,192.33626616211006,198.66335622558086,204.34306532600783,209.40801115514432,213.91002600304887,217.94947499397114,221.64312848115233,225.05187309155315,255.26235364719446,255.55847548586894
86,725.0,380.0,"3.584007803142593,-30.39926315116156","3.584004771426164,-30.39926532844321",263.08667,None,None,None,None,688.0,762.0,338.0,411.0,0.0193459,1.8503542,760.0,374.0,725.0,380.0,3138.0,31.604689886862285,348.68228688765845,12.361057604744724,8.976425449965943,-16.66959608625766,0.6874984166623417,0.27381412359728907,1.3770579027971122,146.8532193481239,-19.84572529275957,86.51873961848976,0.007027357806376352,0.0032238798940956853,0.011927937484158543,0.5934203179126437,5.281824695128434,192.38435008042353,194.78398738806294,197.1081653238447,199.3145272789151,201.3779461097296,203.37883062088628,205.24258529121335,189.87846415655986,206.95205744762242,209.8569862180659,211.13901958036544,212.16506525836851,212.79770814198946,213.16237782955068,213.3864513587452,213.53349281192362,208.46166278166808,187.25529546841364,184.46400088119273,181.45913297210495,18.55645265027152,35.25376820975469,52.46014839249788,68.73803397700274,83.63641061130753,97.23872997953376,109.53552656653878,120.65476775961694,130.63425388221754,139.57600287430287,147.53231233199227,154.510280106746,160.55832789847437,165.82447102407065,170.43749991446367,174.50796294835024,178.1669831443779,213.6320464457749,213.72463528862386
22,183.0,314.0,"3.59446171067915,-30.40034967317595","3.5944586793403976,-30.400351849422133",247.90306,None,None,None,None,164.0,202.0,296.0,333.0,0.019341344,6.411106,202.0,309.0,183.0,314.0,1186.0,19.429758748218564,151.71067811865476,5.306380408564393,4.489207102192939,-44.748841347639136,0.5331801215947884,0.15399825181258253,1.1820306543603818,24.19041520769219,-4.00219250405808,24.12023823908335,0.0425055410562586,0.014105611736507965,0.04262920940442498,0.7542980993853226,17.54788803206323,246.77058738176953,247.84528295040755,248.79101569027193,249.63871845411578,250.4106556154263,251.11160877197503,251.71619501023036,245.54970520730447,252.28816791233461,253.25874237772425,253.6733674523944,254.06503255445847,254.4027080636325,254.67931990530693,254.97135855673943,255.30263000576142,252.80601491975173,244.1693270025777,242.62772663816776,240.86378810401217,56.104818588584216,94.31293762609637,125.6376402285237,149.24884354560777,166.8670628784679,180.662018967996,191.85097294566387,200.95255363527707,208.34106478155934,214.44652273276756,219.63744118125166,224.12131190968523,227.9938492423865,231.3127196519468,234.16064347830806,236.66132001312678,238.87218677837242,255.62015617974168,255.94545915339197
75,491.0,209.0,"3.58884353862435,-30.402461053695948","3.588840507441509,-30.40246323049862",202.47137,None,None,None,None,415.0,515.0,124.0,232.0,0.019339642,1.646072,430.0,196.0,491.0,209.0,5958.0,43.548711828055545,630.4762261269984,24.8821355682283,20.418756582090268,45.64623420834861,0.5714754887773752,0.1793808643916106,1.2185921051653537,515.7427980857968,101.07180410506876,520.3034927085496,0.002015685880528303,-0.0007831160517241788,0.0019980174852833894,0.28621531514280657,4.406474309693717,53.964424828677984,54.33078545176406,54.70911994381772,55.08967476223893,55.473688428659145,55.82718677100637,56.15582722567281,53.597357952903025,56.4953036317595,57.19245509350392,57.55390289033751,57.90559359415815,58.2742654710016,58.664196205483606,59.0296743609002,59.38476143404924,56.83217797155075,53.22921413875805,52.86510392675224,52.49871745223494,14.026977474035318,23.42544788847652,30.75312429694575,35.837238783316025,39.331620482350715,41.89563968014513,43.96069033374688,45.61890953753721,46.82457116050925,47.78069465493184,48.610652322255284,49.35390101290474,50.04692967821114,50.68483672995935,51.232494993306176,51.702951129449126,52.111437078149834,59.72484447085243,60.07133536887356
45,912.0,803.0,"3.5803711025703198,-30.392203824123335","3.5803680698330296,-30.39220600176518",200.39749,None,None,None,None,888.0,935.0,784.0,823.0,0.01934873,3.2674923,910.0,788.0,912.0,803.0,1262.0,20.042631473036266,158.6812408671319,7.881218567622607,4.14585448632295,-36.96960979357172,0.8504583936677902,0.4739576817023159,1.9009877441725251,45.865332640243444,-21.585999287163858,33.43638289216002,0.03131875117465611,0.04043777957151607,0.04296053628574242,0.6788138243989396,8.987469930610166,198.75517167056785,200.28431530159756,201.63989767408665,202.86186682496322,203.93363348208277,204.83537336307867,205.60339698712636,197.0377039780569,206.27292945543388,207.33691857214419,207.72222472543285,208.03201358037265,208.2607453401771,208.43455308300219,208.56062173434447,208.65002148757796,206.86239717811478,195.124626633618,192.94396853653177,190.493753776972,29.832107257812627,53.18036796828301,74.76625601105057,93.08985905558205,108.34966857078425,121.12168463898902,131.9527513478097,141.17665450906145,149.09423792484148,156.00225221825173,162.157242262899,167.6903054787774,172.68552083320338,177.15025220220863,181.11861953614292,184.6412370226069,187.74839278495492,208.7482141472987,208.8066424445169
71,670.0,137.0,"3.5850179244384854,-30.4033172306601","3.5850148932843555,-30.4033194078417",184.0319,None,None,None,None,637.0,697.0,110.0,167.0,0.019333357,3.1028132,653.0,129.0,670.0,137.0,2112.0,25.928179257714298,313.5340546095176,9.59221797915828,7.174161478059619,-57.648778756290085,0.6637947731113114,0.25208523267012384,1.3370507492051416,63.07741805976018,-18.327050534439753,80.40182061320176,0.01697796011210867,0.00774002206848602,0.013319672112220406,0.6333666719555507,8.439794936815503,150.24688097013873,152.294496245619,153.92090227762154,155.2514005785632,156.3548660154006,157.27456863578436,158.06889317642108,147.85119514367423,158.77127770917025,159.849770868728,160.2903740898368,160.7632305675043,161.21460778230943,161.61710411380716,161.93502517662338,162.20648029910643,159.35671660522604,145.16964152893627,142.38508599964007,139.6203104601875,27.274982555356896,46.56620259285589,62.766457017441596,75.46810519914358,85.6663066535085,94.16731062412993,101.44528900819341,107.61393995099114,112.79331744745377,117.18166578986514,120.960765941497,124.2700947463629,127.18043291441381,129.79742610229738,132.2282199775624,134.5952010661802,137.02052804181002,162.44941098575524,162.67760183501048
76,510.0,217.0,"3.5881129903814273,-30.401934208913985","3.5881099591121517,-30.40193638578902",169.01877,None,None,None,None,487.0,538.0,189.0,251.0,0.027856693,2.616827,517.0,190.0,510.0,217.0,2000.0,25.2313252202016,201.45079348883237,11.498961268697396,7.790708824039504,-65.95055042041636,0.7355097509423739,0.32248586267983526,1.475983960947876,72.57476165131828,-26.620203135591115,120.34649258865154,0.014995545512283895,0.00663391942846935,0.009043039958840678,0.5011807578083991,7.213888763780137,119.84914620118644,121.63276419762036,123.28030456273183,124.92758167381504,126.55074090159962,127.8858262146949,128.90057724274598,117.91298712834701,129.66178448972738,130.7226658915854,131.08454573517835,131.3948704629223,131.6590412891009,131.85728167444887,131.94727069546892,131.9529936425388,130.26719008993584,115.94483726258962,113.98768456970632,112.04396324940555,23.556659387893,40.440416286057065,54.41232422578435,64.72563962930201,72.2558706676919,78.06241874872032,82.77091280680831,86.75448435836202,90.23866549536271,93.43251406612248,96.46190991626239,99.18188971102033,101.65270629797857,103.94102342078911,106.08881109375818,108.11670781861821,110.09530992385574,131.9529936425388,131.9529936425388
48,271.0,844.0,"3.5927554870854244,-30.39152971908916","3.592752454534383,-30.391531895504354",168.87946,None,None,None,None,252.0,288.0,823.0,859.0,0.0193484,11.368316,259.0,826.0,271.0,844.0,690.0,14.820047957642227,168.5452018978108,3.319309770247826,3.1997560264881315,-61.05166947168933,0.26596622435449135,0.036017651871873446,1.0373633935743876,10.421028379866783,-0.33010233187008325,10.835227600043009,0.09605251448862631,0.005852605996860551,0.0923807063766309,0.8394442647852499,28.073937012265386,172.2702568488958,173.1814692062264,174.10393616541757,174.99614943200774,175.8710505743453,176.77996470722522,177.7092868367612,171.37492898160815,178.59095295338346,180.25431628358635,180.96341564706563,181.65840837409564,182.40266574650803,183.14109447503688,183.80756251720078,184.4581960988457,179.43344293039823,170.42476207449533,169.4548822335796,168.46210088792918,79.23189096391289,115.14825476636919,134.59274913919282,143.0132871511456,147.08132545767162,150.18277399464296,153.14483765988226,155.57562805739286,157.33178573381053,158.79305474640256,160.25093130979448,161.71468811973426,163.0749416669543,164.2592209638306,165.33738817708223,166.38681328360974,167.43124733475253,185.12726868545025,185.75934276883095
120,213.0,885.0,"3.5938523913942197,-30.39087337394701","3.593849358780239,-30.390875550253547",160.237,None,None,None,None,193.0,242.0,851.0,909.0,0.01936469,0.9656589,237.0,861.0,213.0,885.0,1825.0,24.10218957450584,196.5573952066306,10.170992223198093,8.255781948792118,-82.36741727715722,0.5840762752941815,0.1883012229660097,1.2319841156519626,68.78051255298263,-4.645842584145801,102.82650583737524,0.014583508059398924,0.00131780579757797,0.009754889082124383,0.5059863906875097,2.8107231832446256,131.73549448873132,133.20143518565195,134.4259680610979,135.51106856848006,136.5295225802879,137.4723661575029,138.325080849276,130.0883033064813,139.07608492439178,140.2779244585487,140.76140976473317,141.1452701897761,141.41924884597816,141.64915298809638,141.83752709708202,142.0183748292069,139.72630183314888,128.26747381457503,126.0358013134202,123.3472817119858,10.143234084853885,19.902237762190676,30.469253155328403,40.906982825817465,50.645021449128116,59.58130675014165,67.703128311657,75.04851390735946,81.71130491679337,87.84921172995769,93.57507331739971,98.9780093367656,104.16854112994392,108.9966728607969,113.08340817707276,116.76972052563538,120.20276524838866,142.20761555389907,142.397070331015
32,168.0,507.0,"3.5947562645813074,-30.397168808080558","3.594753232825596,-30.397170984297563",153.13986,None,None,None,None,138.0,196.0,480.0,529.0,0.019367542,0.5057208,191.0,502.0,168.0,507.0,1739.0,23.52744975711588,191.85891039679558,13.366057626811893,6.309838203738873,40.4873505017701,0.8815561240305936,0.5279207691667036,2.118288487792267,120.12253097109594,68.55925784056645,98.34302366952302,0.013826124144975107,-0.019277601497721508,0.016888122449805133,0.4098109866062086,1.4170391323097549,136.23514690886634,139.62984162815584,142.83419491648644,145.80308447546088,148.43805521860946,150.7259260665647,152.68778501686938,132.65494157625196,154.34261317788804,156.93987650810791,157.94465085699503,158.8022851269019,159.56296858221557,160.24098203082264,160.84104553932937,161.3159844474692,155.73762925900073,128.82580731588655,124.59948152685334,119.90700883069735,4.876719898217301,9.175499464505888,13.969560083918013,19.27198313038043,25.233961941917055,32.1092568756578,39.986449047387445,48.64660165087912,57.59677744461159,66.42996854608798,74.82345271594424,82.67596823209647,90.01012690526672,96.85742238853852,103.23555498959243,109.19866528014376,114.76280521282425,161.69302193498862,162.02409503904215
73,705.0,162.0,"3.584416942150983,-30.40286300098521","3.5844139109229727,-30.402865178226328",142.08992,None,None,None,None,667.0,727.0,140.0,193.0,0.019339103,2.2159085,668.0,176.0,705.0,162.0,1973.0,25.060435060880707,313.2914139223983,10.570656136689124,6.548990421040634,-30.434052423801038,0.7849616439477123,0.3804556371567045,1.614089417924274,94.07273803233483,-30.070063918703717,60.55530866267058,0.012635709153261634,0.012549075887411068,0.019629587946602578,0.6030109414956616,6.144667827019227,115.55518186966398,116.58548071194326,117.50940387652493,118.36592411499389,119.16976394805039,119.9205200859322,120.69552386021095,114.47183659949154,121.50797207156984,123.16187062908126,123.85713098565546,124.50479867552511,125.15850948392759,125.82075635628806,126.51568583147545,127.22060013779785,122.37284405093985,113.28218900792261,111.91480612279695,110.36000295301403,20.35014583172733,35.61003198957942,48.91702447990019,59.44121311424068,67.73812614676464,74.40011761753017,79.95426684077026,84.62959303162421,88.60317769238016,92.05992959043739,95.1210194022489,97.88212526350704,100.39526228043178,102.708455564866,104.83970913798692,106.81201574724919,108.64942277432962,127.83215195833185,128.38184508062454
91,700.0,435.0,"3.5844553930643688,-30.39829311115657","3.584452361228768,-30.398295288393882",100.829056,None,None,None,None,679.0,732.0,406.0,472.0,0.019332608,0.5589997,712.0,469.0,700.0,435.0,2058.0,25.594564770010084,251.11374439273465,12.724375080005915,8.852511712005146,82.39493296054907,0.7183199704692551,0.304287113799774,1.4373745546984167,79.83021061644536,10.959133087075049,160.44647417141846,0.012645157207427754,-0.0017274291810878987,0.006291603279910799,0.38057744253782133,1.5812967165918863,63.822825291205525,64.91674236680772,65.9013234836917,66.66984027189848,67.2867520083668,67.82499304984492,68.29752796667732,62.67681540457871,68.70543508610456,69.3833138125289,69.68360427175776,69.95402837696484,70.19851365395802,70.43271577622627,70.64380617590953,70.82583478448267,69.06616589167427,61.41635272858278,59.92331533784869,58.24143505075706,5.64682071497308,10.85165064386023,16.22822178542205,21.19643047987284,25.603225601431745,29.461799055905395,32.84656140509414,35.861193692064845,38.610070672412036,41.16661134635163,43.5893501640041,45.90690452486652,48.149289344544236,50.354641715724526,52.54343362106279,54.58437306222578,56.46063962285951,70.97983488730789,71.11575040536428
121,250.0,914.0,"3.5932144480176347,-30.390364924453134","3.5932114153217567,-30.390367100822864",94.405716,None,None,None,None,219.0,268.0,888.0,934.0,0.019340921,0.80518043,259.0,929.0,250.0,914.0,1395.0,21.072311008201925,191.51576464628798,9.430587474602556,6.9459511266244185,-26.933012359886174,0.676400197862242,0.2634657018631652,1.3577100245428326,80.58797835441548,-16.431339365899323,56.59423881517015,0.01318958955987286,0.007658822759785962,0.018781458682146653,0.48439511062926033,2.2778667048680106,85.73677998922257,87.08244013465048,88.28946929830819,89.37877241238596,90.37775921263419,91.3707939044932,92.34216230023975,84.25060937446179,93.24918158588805,94.65481401373991,95.18362561614914,95.71999357504308,96.19448579885427,96.60442795149004,96.99412078329577,97.38536118241528,94.02754808818291,82.5784789369546,80.72936701420588,78.62654636436163,7.936371731700705,14.90230194600743,21.924220105225732,28.39033994676411,34.18312062611646,39.34317528473545,43.9680427642281,48.14213302952432,51.91079706346203,55.36190319646053,58.610258721324946,61.70733504696031,64.7388098588718,67.72041676071835,70.6570721675739,73.50346628395684,76.21742753873681,97.77404756987671,98.15345616520273
84,779.0,353.0,"3.582917117745505,-30.399579817124405","3.582914086046919,-30.399581994514083",93.96539,None,None,None,None,740.0,818.0,336.0,391.0,0.019334767,0.13603929,805.0,378.0,779.0,353.0,2540.0,28.43425945768288,401.4041122946064,15.971502588728583,10.77241729815604,28.980945737475995,0.7382955081314932,0.3255226151509154,1.482629399388612,222.447166641847,58.93344931518137,148.6867027455283,0.005022896635702611,-0.0039817497977905425,0.007514653996054901,0.28451968092719443,0.3802071592138904,47.575908605994684,49.67745349497618,51.70089054238384,53.598633845254966,55.3076820880046,56.868632894318196,58.31560470709775,45.450927891421884,59.708202523444115,62.27890632851618,63.410225751848614,64.50811606348816,65.58433266951769,66.63543200184532,67.59983374975852,68.46811565870051,61.036808024452284,43.37463264499905,41.404053793649005,39.50567985000583,1.475669825885115,3.1911204740822026,5.386301596893594,7.929245148422146,10.67086437057606,13.499837186867877,16.30654104653727,19.039093646501414,21.62500160963669,24.018396999157325,26.24600185377514,28.344251040075505,30.328900623358518,32.221460431005816,34.052634498143426,35.862009205361446,37.67158037211211,69.24983550560486,69.97084490194055
92,624.0,463.0,"3.586036876305107,-30.39780820413264","3.586033844440203,-30.397810381213315",80.52137,None,None,None,None,588.0,653.0,449.0,498.0,0.026147537,0.07995504,599.0,498.0,624.0,463.0,1725.0,23.432553289538017,206.5512985522207,17.969041207473044,7.697229165769383,-22.421692205304023,0.9036078803789288,0.5716394059707413,2.3344817752580105,284.5318272844043,-92.95536463168374,97.60195146183082,0.005101992997931966,0.009718199531215952,0.01487346685953842,0.1280965593754241,0.1494729931350861,23.4737417085134,24.150325970014443,24.799609207022556,25.407066419599943,25.93818676725725,26.36413085798651,26.697087982005414,22.776933618140895,26.959175848752537,27.405633506857527,27.600725238797224,27.77258276801585,27.930084134477212,28.080272927866773,28.192061250780057,28.271602936278697,27.190801549621682,22.036361251088117,21.216242977206775,20.333210639209497,0.5689223462970809,1.2140651811503913,2.0366428707180937,2.994685514396101,4.067150458900043,5.2471693379243565,6.523032667647084,7.879756119534163,9.317549873818015,10.813491749189295,12.345152067379361,13.806692747067768,15.133354702818558,16.33230029363687,17.443907013540045,18.465388474989194,19.41468591788181,28.32299291265676,28.359522972568044
69,443.0,82.0,"3.5893050690750963,-30.404128940372306","3.5893020381246292,-30.404131117129268",79.495865,None,None,None,None,426.0,476.0,59.0,125.0,0.020486522,0.27788502,465.0,107.0,443.0,82.0,2244.0,26.726155439876237,213.3797256769669,14.882351040353647,11.162368449806278,-86.11822246691813,0.6613917167531546,0.2499593364288074,1.3332610464593586,125.042499123342,-6.54393287393862,221.04034277420394,0.008009690764786585,0.0004742562199092502,0.00453108124003032,0.20030449556121901,0.6969764587210115,18.330092865055846,19.556813482709444,20.71184650499687,21.673245356738505,22.381680005613205,22.905497542968774,23.314622926109607,17.203806780528616,23.630785447383488,24.05644453359571,24.266829580126696,24.454584341609518,24.655655301136306,24.844478088477103,25.040911477120233,25.248584416696644,23.857175034784547,16.268944291395158,15.516857781234435,14.933993105103553,2.3847896484861737,4.314433231616915,6.057202490586183,7.4760914592285355,8.602708170302918,9.507552186280613,10.245950442648036,10.853987646582864,11.375105982279923,11.82299022520049,12.25549128699084,12.663097457089016,13.009924124039639,13.32995854977024,13.659654059381175,14.022846505641184,14.445099747425168,25.508723148390033,25.84292594804606
78,473.0,229.0,"3.588917433463305,-30.401655678559468","3.588914402174876,-30.40165785535483",70.95265,None,None,None,None,441.0,490.0,207.0,270.0,0.019343246,0.3859827,445.0,231.0,473.0,229.0,1838.0,24.18788065965696,278.5279579551077,12.369987203236873,9.677323808966285,-80.31156822049893,0.6228731310733981,0.2176771366073842,1.2782446312043176,95.33193851940369,-9.848230307674738,151.33524099242607,0.010560659152211238,0.0013744822798681007,0.006652568842662137,0.31850036782109065,1.029922212938305,35.21754873174769,35.830724748360865,36.33404739505264,36.749233214779814,37.091570330215205,37.4155186387762,37.689394256773504,34.59358148253182,37.956476614568984,38.47952105736404,38.72576191612815,38.96155642343698,39.15200784963764,39.29573898418664,39.42425137714835,39.55511056576043,38.224762088027546,33.95247510232481,33.240981567912605,32.47768969048878,3.464199674571256,6.269813078255713,8.976941523806788,11.48670587937146,13.861762216074409,16.178776170628268,18.393412661154983,20.426335848258447,22.273428696987786,23.95582092988933,25.4532804944244,26.747994079662057,27.909849303977985,28.958849746288188,29.895990310047114,30.800110545676006,31.66722963345879,39.67379430540262,39.782062043943455
12,164.0,208.0,"3.594829059509668,-30.40213155173125","3.5948260284163642,-30.40213372794104",70.544464,None,None,None,None,149.0,179.0,193.0,221.0,0.019353237,0.8336,150.0,211.0,164.0,208.0,690.0,14.820047957642227,108.81118318204308,5.090248269169703,4.792716937345196,15.753312454855964,0.33687673668261725,0.05845124168629978,1.0620798882375302,25.693883414776376,0.7683463157540165,23.1868796685243,0.038958373650773793,-0.002581936275192261,0.04317061738889789,0.5591309386773787,2.4292201038838717,71.65298628411344,72.0176248895313,72.32951395989184,72.59755225024935,72.85581825218672,73.11710082659162,73.36384676800321,71.26862553740524,73.59109431474593,74.00496309729132,74.13306280026606,74.26394418297875,74.36665553718784,74.50186809603765,74.65254573786012,74.7786717442895,73.82671529107543,70.81083574998149,70.26720899910984,69.64687669123427,8.675891420327877,16.667237927756542,24.896501103424274,32.52074653712399,39.23258919843024,44.972695566440095,49.77139955029491,53.691319247993675,56.867396045521616,59.47776084045565,61.63904738073252,63.42899270718476,64.9245448356521,66.16287398390475,67.20376427120755,68.11250723020486,68.93254612128094,74.92009061415474,75.11642520347925
20,64.0,305.0,"3.5967578739635364,-30.400513121706968","3.5967548426977127,-30.40051529772571",60.77954,None,None,None,None,52.0,76.0,293.0,317.0,0.019400233,1.410789,72.0,297.0,64.0,305.0,496.0,12.565098628628435,85.01219330881975,4.3108813825031715,3.6074305291910247,50.33062765346281,0.5474785519676113,0.1631802851656472,1.1950005267239054,15.283382534576868,2.7369960737745846,16.313870782375027,0.06745729454478722,-0.022634769243851903,0.06319626108534834,0.6085706544423637,3.8806598951914992,67.43906466611699,67.8823416774322,68.27900050754369,68.64798865380428,69.01403007528529,69.32855313596815,69.63829228340481,66.92563854336969,69.94117599612822,70.45111477167829,70.7052492452789,71.00175880445104,71.23701029154039,71.37636620309297,71.46678520427474,71.5911244868679,70.20891475200143,66.38505950209584,65.8267334758427,65.22379409320864,12.805618376916694,22.32893738469405,30.53894987236498,37.04241520917029,42.15380152886224,46.309163948796865,49.7685488424172,52.63538532625957,54.99004967112445,56.93079883499592,58.55464345766149,59.94180769946679,61.127314902187386,62.15826553514353,63.05211959092853,63.84609868099232,64.56608716876187,71.73206573255871,71.82105468947651
83,477.0,353.0,"3.588892203765148,-30.399761605559156","3.5888891722239658,-30.399763782357017",58.03015,None,None,None,None,445.0,490.0,315.0,391.0,0.019344017,0.11539217,451.0,320.0,477.0,353.0,1991.0,25.174490727558467,413.6112190757929,17.102854824500323,9.744673152310703,81.59268770196758,0.8218050310491176,0.4302311951832051,1.755097842398625,99.18169001589523,28.573104476988206,288.28460797740377,0.010378860692374146,-0.002057385394218183,0.003570752358689571,0.18326090166517126,0.2966052448963966,23.34284825021232,24.078903562190092,24.770215345259842,25.415418795425758,26.04723562848637,26.654699924455606,27.23257552821324,22.537296013796777,27.826043281569405,28.923070862239058,29.43975994761135,29.933778360920314,30.39302102322381,30.83181112080822,31.242488490868396,31.659245724015392,28.39049554424956,21.695057259040205,20.79523267156828,19.860401632418558,1.0829373307119101,2.14469495452287,3.303187902398714,4.473103420944589,5.624592728558088,6.7815047251733445,7.934993375871324,9.107479288568387,10.251323160890744,11.341138260222024,12.457285152251828,13.60709918550103,14.768543488710037,15.906593203529114,16.923643660091034,17.902987398030294,18.88360889670856,32.06102700761592,32.44218619067942
112,265.0,554.0,"3.592873181209871,-30.39635705070189","3.5928701493041233,-30.396359227105417",49.656326,None,None,None,None,252.0,277.0,539.0,567.0,0.019354913,1.1960983,277.0,555.0,265.0,554.0,538.0,13.086279790944385,103.70458146424487,4.5799349827608875,3.9299839883135834,59.72461922612667,0.5135038522447946,0.14191271205677658,1.1653826062345378,16.850617496726294,2.408187416643437,19.56996109799182,0.06040734871466316,-0.014866888730031414,0.052013446633095366,0.5853571248594898,3.212134608570758,54.22381232794292,54.59878030874808,54.94392455172095,55.292587155660655,55.59823820295423,55.907613799181306,56.21842979827207,53.79774010040183,56.48795301390592,56.873997392780204,57.0661178471639,57.30070555030042,57.53544582698855,57.8038744777542,58.13054880009063,58.459153610102646,56.69077899667539,53.32816572212918,52.82981584093917,52.275954458535125,10.304011001710034,17.6048841167559,23.853948037387596,28.79270116917936,32.66104966213475,35.81248591438795,38.46174613577102,40.70833189372156,42.618442734195945,44.26778653238903,45.72779188008534,47.03822134472299,48.19542436867507,49.20129026060533,50.11148617417554,50.937303481086204,51.65392038778597,58.75636388685362,59.02382044729281
46,705.0,830.0,"3.5843746502064664,-30.3917539122634","3.5843716174985207,-30.39175608950871",44.489773,None,None,None,None,694.0,716.0,819.0,841.0,0.019342149,0.9595511,694.0,821.0,705.0,830.0,440.0,11.834540545406394,85.56244584051392,4.000529564770643,3.7171618889616256,56.15268414232238,0.3696590777750347,0.07083254134762618,1.0762322665177693,14.49574512520477,1.0116521747714502,15.325784182147983,0.06930503470776059,-0.00914962500468804,0.06555149851238246,0.579737568621517,2.6405812565987263,47.23960392479381,47.50884669919917,47.80704960004083,48.13316386337143,48.494653951987445,48.830413078305895,49.119231357043866,46.96276679636577,49.37793569645318,49.75775048852707,49.95050762152796,50.13051262355373,50.28272935345419,50.43722562528814,50.61019198131052,50.79801219723408,49.58953363107126,46.68027910365307,46.38085019165328,46.050772469054806,8.84493228877384,15.764792802589207,21.92484778275675,26.907353169213724,30.774719859848883,33.80296968954985,36.18569924195099,38.06771218084532,39.55394746257961,40.76853089378473,41.78298030774511,42.658546126092986,43.43644250982672,44.11538026586129,44.71122378670766,45.248161859869114,45.68718163262669,51.01389430883741,51.233110895425135
82,687.0,346.0,"3.584604507008229,-30.399834353679214","3.5846014753811524,-30.399836530901766",43.058716,None,None,None,None,676.0,732.0,331.0,359.0,0.01942008,0.30708346,728.0,340.0,687.0,346.0,876.0,16.698486766680407,160.99494936611666,11.366975271797036,5.851852346463681,-2.1618643059255045,0.8573032542799658,0.48518825751447725,1.9424576354299483,129.07299294418354,-3.579746709332138,34.37930977027423,0.007769992573805785,0.0016181014414469756,0.029171504703167078,0.30255462479098166,0.8216420880771619,27.421026006991273,27.558330817621805,27.671664178523123,27.770206988385404,27.859101325748014,27.948849199852397,28.049859750084437,27.264095266408532,28.144468828145342,28.314009157803746,28.373131418839513,28.42670462068142,28.476957969751474,28.523376979805263,28.563387790781874,28.600829634899995,28.233082161956553,27.064367956553657,26.798328025181856,26.50769280372428,2.815236917273468,5.146462374340788,7.374546585558107,9.399487790952659,11.292976967645746,13.13897544013807,14.999723166949314,16.963115199088342,19.03466398664703,20.86386182550186,22.11440550072637,23.198605806244075,24.20151517894343,24.92074874897569,25.431410307042512,25.85666584157505,26.204148913353496,28.623768887346202,28.661678210178437
123,468.0,826.0,"3.5888664477393935,-30.391816858521054","3.588863415139928,-30.39181903532146",43.004517,None,None,None,None,448.0,498.0,817.0,835.0,0.019366689,0.26525718,474.0,834.0,468.0,826.0,576.0,13.540550005146152,121.66904755831214,10.493788293224268,2.6129872584172325,14.044838119760836,0.9685026524102456,0.7509967625224142,4.016012041168804,104.03630570952647,24.317644540107015,12.910989446135039,0.017171978875298328,-0.06468630155448488,0.13837121092550092,0.41929230020384783,0.761644169115931,42.91173016154286,43.45028680709733,43.929810177458236,44.363135538218394,44.79151135950373,45.181185795469176,45.56173697767214,42.287568141884286,45.932913550690074,46.39462029726337,46.53689691406153,46.61366216113673,46.66038206757246,46.65997732709373,46.677629971913234,46.69605802150349,46.20832767407231,41.570218448590715,40.74909761474484,39.82410648002317,2.7484024038483974,5.407515392253723,8.301653317892152,11.177713445867282,13.949990860995703,16.57273285452576,19.048291518364383,21.409521274508787,23.683342449582018,25.92139897577244,28.14905713399209,30.331293458008332,32.392680341301485,34.31256622800698,36.029105402717896,37.500587474554585,38.755698719063695,46.68327551233069,46.67710076288542
